-3.732000,-6.464100
-3.732000,0.000000
-3.732000,2.732100
-3.732000,3.732100
-3.232100,-5.598100
-3.232100,-4.598100
-3.232100,-1.866000
-3.232100,-0.866000
-3.232100,0.866000
-3.232100,1.866000
-3.232100,5.598100
-3.232100,8.330100
-3.232000,-8.330100
-3.232000,4.598100
-3.232000,5.598100
-2.866000,-3.232100
-2.866000,-3.232000
-2.866000,3.232000
-2.866000,3.232100
-2.732100,-6.464100
-2.732100,0.000000
-2.732100,6.464100
-2.732100,7.464100
-2.732100,10.196100
-2.732000,-7.464100
-2.732000,-6.464100
-2.732000,9.196100
-2.366000,-5.098100
-2.366000,-4.098100
-2.366000,-2.366000
-2.366000,-1.366000
-2.366000,1.366000
-2.366000,2.366000
-2.366000,4.098100
-2.366000,5.098100
-2.232100,8.330100
-2.232000,-8.330100
-1.866000,-6.964100
-1.866000,-5.964100
-1.866000,-3.232100
-1.866000,-3.232000
-1.866000,-0.500000
-1.866000,0.500000
-1.866000,3.232100
-1.866000,5.964100
-1.866000,6.964100
-1.866000,9.696200
-1.366000,-8.830100
-1.366000,-7.830100
-1.366000,-5.098100
-1.366000,-4.098100
-1.366000,-2.366000
-1.366000,-1.366000
-1.366000,1.366000
-1.366000,2.366000
-1.366000,4.098100
-1.366000,5.098100
-1.366000,7.830100
-1.366000,8.830100
-1.000000,0.000000
-0.866000,-6.964100
-0.866000,-5.964100
-0.866000,-3.232100
-0.866000,3.232100
-0.866000,5.964100
-0.866000,6.964100
-0.866000,9.696100
-0.866000,9.696200
-0.500000,-8.330100
-0.500000,-4.598100
-0.500000,-1.866000
-0.500000,-0.866000
-0.500000,0.866000
-0.500000,1.866000
-0.500000,4.598100
-0.500000,8.330100
-0.500000,8.330200
0.000000,-10.196200
0.000000,-9.196200
-0.000000,-7.464100
-0.000000,-6.464100
-0.000000,-5.464100
-0.000000,-3.732100
-0.000000,-2.732100
-0.000000,0.000000
0.000000,2.732100
0.000000,3.732100
0.000000,5.464100
0.000000,6.464100
0.000000,7.464100
-0.000000,9.196200
-0.000000,10.196200
0.500000,-8.330200
0.500000,-8.330100
0.500000,-4.598100
0.500000,-1.866000
0.500000,-0.866000
0.500000,0.866000
0.500000,1.866000
0.500000,4.598100
0.500000,8.330100
0.866000,-9.696200
0.866000,-9.696100
0.866000,-6.964100
0.866000,-5.964100
0.866000,-3.232100
0.866000,3.232100
0.866000,5.964100
0.866000,6.964100
1.000000,-0.000000
1.366000,-8.830100
1.366000,-7.830100
1.366000,-5.098100
1.366000,-4.098100
1.366000,-2.366000
1.366000,-1.366000
1.366000,1.366000
1.366000,2.366000
1.366000,4.098100
1.366000,5.098100
1.366000,7.830100
1.366000,8.830100
1.866000,-9.696200
1.866000,-6.964100
1.866000,-5.964100
1.866000,-3.232100
1.866000,-0.500000
1.866000,0.500000
1.866000,3.232000
1.866000,3.232100
1.866000,5.964100
1.866000,6.964100
2.232000,8.330100
2.232100,-8.330100
2.366000,-5.098100
2.366000,-4.098100
2.366000,-2.366000
2.366000,-1.366000
2.366000,1.366000
2.366000,2.366000
2.366000,4.098100
2.366000,5.098100
2.732000,-9.196100
2.732000,6.464100
2.732000,7.464100
2.732100,-10.196100
2.732100,-7.464100
2.732100,-6.464100
2.732100,-0.000000
2.732100,6.464100
2.866000,-3.232100
2.866000,-3.232000
2.866000,3.232000
2.866000,3.232100
3.232000,-5.598100
3.232000,-4.598100
3.232000,8.330100
3.232100,-8.330100
3.232100,-5.598100
3.232100,-1.866000
3.232100,-0.866000
3.232100,0.866000
3.232100,1.866000
3.232100,4.598100
3.232100,5.598100
3.732000,-3.732100
3.732000,-2.732100
3.732000,-0.000000
3.732000,2.732000
3.732000,6.464100
3.732000,7.464100
3.732100,-7.464100
3.732100,-6.464100
3.732100,-3.732100
3.732100,-2.732100
3.732100,-0.000000
3.732100,2.732000
3.732100,2.732100
3.732100,3.732000
3.732100,3.732100
4.232000,-5.598100
4.232000,-4.598100
4.232000,-1.866000
4.232000,-0.866000
4.232000,0.866000
4.232000,1.866000
4.232000,5.598100
4.232100,-5.598100
4.232100,-4.598100
4.232100,-1.866000
4.232100,-0.866000
4.232100,0.866000
4.232100,1.866000
4.232100,4.598100
4.232100,5.598100
4.598100,-6.964100
4.598100,6.964100
4.732000,-0.000000
4.732100,-3.732100
4.732100,-2.732100
4.732100,-0.000000
4.732100,2.732000
4.732100,3.732000
5.098100,-6.098100
5.098100,-5.098100
5.098100,-1.366000
5.098100,1.366000
5.098100,5.098100
5.098100,6.098100
5.598100,-6.964100
5.598100,-4.232100
5.598100,-3.232100
5.598100,-2.232100
5.598100,-0.500000
5.598100,0.500000
5.598100,2.232000
5.598100,3.232000
5.598100,3.232100
5.598100,4.232100
5.598100,6.964100
6.098100,-6.098100
6.098100,-5.098100
6.098100,-1.366000
6.098100,1.366000
6.098100,5.098100
6.098100,6.098100
6.464100,-3.732100
6.464100,-2.732100
6.464100,0.000000
6.464100,2.732000
6.464100,3.732000
6.598100,6.964100
6.964100,-5.598100
6.964100,-4.598100
6.964100,-1.866000
6.964100,-0.866000
6.964100,0.866000
6.964100,1.866000
6.964100,4.598100
6.964100,5.598100
7.464100,-3.732100
7.464100,-2.732100
7.464100,-2.732000
7.464100,0.000000
7.464100,2.732000
7.464100,2.732100
7.464100,3.732000
7.464100,3.732100
7.464100,6.464100
7.464100,7.464100
7.830100,-1.366000
7.830100,1.366000
7.964100,-4.598100
7.964100,4.598100
7.964100,5.598100
8.330100,-3.232100
8.330100,-3.232000
8.330100,-2.232000
8.330100,-0.500000
8.330100,0.500000
8.330100,2.232000
8.330100,3.232000
8.830100,-5.098100
8.830100,-4.098100
8.830100,-1.366000
8.830100,1.366000
8.830100,5.098100
9.330100,-3.232000
9.330100,-2.232100
10.196200,-2.732000
