1.000000,0.000000
1.866025,-0.500000
1.866025,0.500000
2.366025,1.366025
1.366025,1.366025
0.500000,1.866025
0.500000,0.866025
0.000000,0.000000
0.000000,2.732051
-0.500000,1.866025
-1.366025,1.366025
-0.500000,0.866025
-2.366025,1.366025
-1.866025,0.500000
-1.866025,-0.500000
-1.000000,0.000000
-2.366025,-1.366025
-1.366025,-1.366025
-0.500000,-1.866025
-0.500000,-0.866025
-0.000000,-2.732051
0.500000,-1.866025
1.366025,-1.366025
0.500000,-0.866025
2.366025,-1.366025
3.232051,1.866025
3.232051,0.866025
3.732051,-0.000000
2.732051,-0.000000
0.000000,3.732051
0.866025,3.232051
1.866025,3.232051
1.366025,2.366025
-3.232051,1.866025
-2.366025,2.366025
-1.866025,3.232051
-1.366025,2.366025
-3.232051,-1.866025
-3.232051,-0.866025
-3.732051,0.000000
-2.732051,0.000000
-0.000000,-3.732051
-0.866025,-3.232051
-1.866025,-3.232051
-1.366025,-2.366025
3.232051,-1.866025
2.366025,-2.366025
1.866025,-3.232051
1.366025,-2.366025
2.366025,2.366025
-0.866025,3.232051
-3.232051,0.866025
-2.366025,-2.366025
0.866025,-3.232051
3.232051,-0.866025
1.866025,4.232051
2.732051,3.732051
3.732051,3.732051
3.232051,2.866025
-2.732051,3.732051
-1.866025,4.232051
-1.366025,5.098076
-0.866025,4.232051
-4.598076,-0.500000
-4.598076,0.500000
-5.098076,1.366025
-4.098076,1.366025
-1.866025,-4.232051
-2.732051,-3.732051
-3.732051,-3.732051
-3.232051,-2.866025
2.732051,-3.732051
1.866025,-4.232051
1.366025,-5.098076
0.866025,-4.232051
4.598076,0.500000
4.598076,-0.500000
5.098076,-1.366025
4.098076,-1.366025
1.366025,5.098076
0.866025,4.232051
-3.732051,3.732051
-3.232051,2.866025
-5.098076,-1.366025
-4.098076,-1.366025
-1.366025,-5.098076
-0.866025,-4.232051
3.732051,-3.732051
3.232051,-2.866025
5.098076,1.366025
4.098076,1.366025
4.598076,4.232051
4.598076,3.232051
5.098076,2.366025
4.098076,2.366025
-1.366025,6.098076
-0.500000,5.598076
0.500000,5.598076
0.000000,4.732051
-5.964102,1.866025
-5.098076,2.366025
-4.598076,3.232051
-4.098076,2.366025
-4.598076,-4.232051
-4.598076,-3.232051
-5.098076,-2.366025
-4.098076,-2.366025
1.366025,-6.098076
0.500000,-5.598076
-0.500000,-5.598076
-0.000000,-4.732051
5.964102,-1.866025
5.098076,-2.366025
4.598076,-3.232051
4.098076,-2.366025
5.964102,1.866025
1.366025,6.098076
-4.598076,4.232051
-5.964102,-1.866025
-1.366025,-6.098076
4.598076,-4.232051
3.732051,4.732051
3.232051,5.598076
2.732051,4.732051
-2.232051,5.598076
-3.232051,5.598076
-2.732051,4.732051
-5.964102,0.866025
-6.464102,-0.000000
-5.464102,-0.000000
-3.732051,-4.732051
-3.232051,-5.598076
-2.732051,-4.732051
2.232051,-5.598076
3.232051,-5.598076
2.732051,-4.732051
5.964102,-0.866025
6.464102,0.000000
5.464102,-0.000000
2.232051,5.598076
-3.732051,4.732051
-5.964102,-0.866025
-2.232051,-5.598076
3.732051,-4.732051
5.964102,0.866025
6.964102,1.866025
6.464102,2.732051
6.464102,3.732051
5.598076,3.232051
1.866025,6.964102
0.866025,6.964102
-0.000000,7.464102
-0.000000,6.464102
-5.098076,5.098076
-5.598076,4.232051
-6.464102,3.732051
-5.598076,3.232051
-6.964102,-1.866025
-6.464102,-2.732051
-6.464102,-3.732051
-5.598076,-3.232051
-1.866025,-6.964102
-0.866025,-6.964102
0.000000,-7.464102
-0.000000,-6.464102
5.098076,-5.098076
5.598076,-4.232051
6.464102,-3.732051
5.598076,-3.232051
5.598076,4.232051
5.098076,5.098076
-0.866025,6.964102
-1.866025,6.964102
-6.464102,2.732051
-6.964102,1.866025
-5.598076,-4.232051
-5.098076,-5.098076
0.866025,-6.964102
1.866025,-6.964102
6.464102,-2.732051
6.964102,-1.866025
5.098076,6.098076
4.232051,5.598076
-2.732051,7.464102
-2.732051,6.464102
-7.830127,1.366025
-6.964102,0.866025
-5.098076,-6.098076
-4.232051,-5.598076
2.732051,-7.464102
2.732051,-6.464102
7.830127,-1.366025
6.964102,-0.866025
2.732051,7.464102
2.732051,6.464102
-5.098076,6.098076
-4.232051,5.598076
-7.830127,-1.366025
-6.964102,-0.866025
-2.732051,-7.464102
-2.732051,-6.464102
5.098076,-6.098076
4.232051,-5.598076
7.830127,1.366025
6.964102,0.866025
5.598076,6.964102
4.598076,6.964102
3.732051,7.464102
3.732051,6.464102
-3.232051,8.330127
-3.732051,7.464102
-4.598076,6.964102
-3.732051,6.464102
-8.830127,1.366025
-8.330127,0.500000
-8.330127,-0.500000
-7.464102,-0.000000
-5.598076,-6.964102
-4.598076,-6.964102
-3.732051,-7.464102
-3.732051,-6.464102
3.232051,-8.330127
3.732051,-7.464102
4.598076,-6.964102
3.732051,-6.464102
8.830127,-1.366025
8.330127,-0.500000
8.330127,0.500000
7.464102,0.000000
3.232051,8.330127
-5.598076,6.964102
-8.830127,-1.366025
-3.232051,-8.330127
5.598076,-6.964102
8.830127,1.366025
7.464102,3.732051
6.964102,4.598076
6.964102,5.598076
6.098076,5.098076
0.500000,8.330127
-0.500000,8.330127
-1.366025,8.830127
-1.366025,7.830127
-6.964102,4.598076
-7.464102,3.732051
-8.330127,3.232051
-7.464102,2.732051
-7.464102,-3.732051
-6.964102,-4.598076
-6.964102,-5.598076
-6.098076,-5.098076
-0.500000,-8.330127
0.500000,-8.330127
1.366025,-8.830127
1.366025,-7.830127
6.964102,-4.598076
7.464102,-3.732051
8.330127,-3.232051
7.464102,-2.732051
8.330127,3.232051
7.464102,2.732051
1.366025,8.830127
1.366025,7.830127
-6.964102,5.598076
-6.098076,5.098076
-8.330127,-3.232051
-7.464102,-2.732051
-1.366025,-8.830127
-1.366025,-7.830127
6.964102,-5.598076
6.098076,-5.098076
6.098076,6.098076
-2.232051,8.330127
-8.330127,2.232051
-6.098076,-6.098076
2.232051,-8.330127
8.330127,-2.232051
8.330127,2.232051
2.232051,8.330127
-6.098076,6.098076
-8.330127,-2.232051
-2.232051,-8.330127
6.098076,-6.098076
6.464102,7.464102
5.598076,7.964102
5.098076,8.830127
